,Station / Province,Province,,,,,,Station / Province,Province,,,,Eastern Cape,,,Joza,Eastern Cape,,,,,,,,,CLUSTER,PROVINCE,,Cluster,,,,Murder,,,Murder,,,,CLUSTER,PROVINCE,,,,,,,,,,Province,Cluster,Station,,Province,Cluster,Station
,Vryheid,Kwazulu/Natal,,,Mbizana,,,Mbizana,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Ayliff Cc,Mbizana,,Eastern Cape,Mount Ayliff Cc,Mbizana
,Wartburg,Kwazulu/Natal,,,Mbizeni,,,Mbizeni,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Fletcher Cc,Mbizeni,,Eastern Cape,Mount Fletcher Cc,Mbizeni
,Wasbank,Kwazulu/Natal,,,Mbongolwane,,,Mbongolwane,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Eshowe Cc,Mbongolwane,,Kwazulu/Natal,Eshowe Cc,Mbongolwane
,Weenen,Kwazulu/Natal,,,Mbuzini,,,Mbuzini,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Tonga Cc,Mbuzini,,Mpumalanga,Tonga Cc,Mbuzini
,Wembezi,Kwazulu/Natal,,,Mcgregor,,,Mcgregor,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Worcester Cc,Mcgregor,,Western Cape,Worcester Cc,Mcgregor
,Wentworth,Kwazulu/Natal,,,Mdantsane,,,Mdantsane,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mdantsane Cc,Mdantsane,,Eastern Cape,Mdantsane Cc,Mdantsane
,Westville,Kwazulu/Natal,,,Meadowlands,,,Meadowlands,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Orlando Cc,Meadowlands,,Gauteng,Orlando Cc,Meadowlands
,Winterton,Kwazulu/Natal,,,Mecklenburg,,,Mecklenburg,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Tubatse Cc,Mecklenburg,,Limpopo,Tubatse Cc,Mecklenburg
,Alldays,Limpopo,,,Mehlomnyama,,,Mehlomnyama,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Port Shepstone Cc,Mehlomnyama,,Kwazulu/Natal,Port Shepstone Cc,Mehlomnyama
,Apel,Limpopo,,,Melkbosstrand,,,Melkbosstrand,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Milnerton Cc,Melkbosstrand,,Western Cape,Milnerton Cc,Melkbosstrand
,Bela-Bela,Limpopo,,,Melmoth,,,Melmoth,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Eshowe Cc,Melmoth,,Kwazulu/Natal,Eshowe Cc,Melmoth
,Bolobedu,Limpopo,,,Meloding,,,Meloding,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Thabong Cc,Meloding,,Free State,Thabong Cc,Meloding
,Botlokwa,Limpopo,,,Memel,,,Memel,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Vrede Cc,Memel,,Free State,Vrede Cc,Memel
,Bulgerivier,Limpopo,,,Meyerton,,,Meyerton,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Vereeniging Cc,Meyerton,,Gauteng,Vereeniging Cc,Meyerton
,Burgersfort,Limpopo,,,Mfuleni,,,Mfuleni,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Kuilsrivier Cc,Mfuleni,,Western Cape,Kuilsrivier Cc,Mfuleni
,Cumberland,Limpopo,,,Mhala,,,Mhala,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Acornhoek Cc,Mhala,,Mpumalanga,Acornhoek Cc,Mhala
,Dennilton,Limpopo,,,Mhluzi,,,Mhluzi,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Middelburg Cc,Mhluzi,,Mpumalanga,Middelburg Cc,Mhluzi
,Dorset,Limpopo,,,Mid Illovo,,,Mid Illovo,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Plessislaer Cc,Mid Illovo,,Kwazulu/Natal,Plessislaer Cc,Mid Illovo
,Dwaalboom,Limpopo,,,Middelburg Mpumalang,,,Middelburg Mpumalang,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Middelburg Cc,Middelburg Mpumalang,,Mpumalanga,Middelburg Cc,Middelburg Mpumalang
,Elandskraal,Limpopo,,,Middelburg(Ec),,,Middelburg(Ec),Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Cradock Cc,Middelburg(Ec),,Eastern Cape,Cradock Cc,Middelburg(Ec)
,Gilead,Limpopo,,,Middelpos,,,Middelpos,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Calvinia Cc,Middelpos,,Northern Cape,Calvinia Cc,Middelpos
,Giyani,Limpopo,,,Middledrift,,,Middledrift,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Alice Cc,Middledrift,,Eastern Cape,Alice Cc,Middledrift
,Gravelotte,Limpopo,,,Midrand,,,Midrand,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Alexandra Cc,Midrand,,Gauteng,Alexandra Cc,Midrand
,Groblersdal,Limpopo,,,Milnerton,,,Milnerton,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Milnerton Cc,Milnerton,,Western Cape,Milnerton Cc,Milnerton
,Haenertsburg,Limpopo,,,Mitchells Plain,,,Mitchells Plain,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Mitchells Plain Cc,Mitchells Plain,,Western Cape,Mitchells Plain Cc,Mitchells Plain
,Hlanganani,Limpopo,,,Mkhuze,,,Mkhuze,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Jozini Cc,Mkhuze,,Kwazulu/Natal,Jozini Cc,Mkhuze
,Hlogotlou,Limpopo,,,Mlungisi,,,Mlungisi,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Queenstown Cc,Mlungisi,,Eastern Cape,Queenstown Cc,Mlungisi
,Hoedspruit,Limpopo,,,Mmabatho,,,Mmabatho,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Mahikeng Cc,Mmabatho,,North West,Mahikeng Cc,Mmabatho
,Hoopdal,Limpopo,,,Mmakau,,,Mmakau,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Mmakau Cc,Mmakau,,North West,Mmakau Cc,Mmakau
,Jane Furse,Limpopo,,,Mmametlake,,,Mmametlake,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Kwamhlanga Cc,Mmametlake,,Mpumalanga,Kwamhlanga Cc,Mmametlake
,Laersdrift,Limpopo,,,Modder River,,,Modder River,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Kimberley Cc,Modder River,,Northern Cape,Kimberley Cc,Modder River
,Leboeng,Limpopo,,,Modimolle,,,Modimolle,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Modimolle Cc,Modimolle,,Limpopo,Modimolle Cc,Modimolle
,Lebowakgomo,Limpopo,,,Modjadjiskloof,,,Modjadjiskloof,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Tzaneen Cc,Modjadjiskloof,,Limpopo,Tzaneen Cc,Modjadjiskloof
,Lephalale,Limpopo,,,Moffatview,,,Moffatview,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Jhb Central Cc,Moffatview,,Gauteng,Jhb Central Cc,Moffatview
,Letsitele,Limpopo,,,Mogwadi,,,Mogwadi,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Seshego Cc,Mogwadi,,Limpopo,Seshego Cc,Mogwadi
,Levubu,Limpopo,,,Mogwase,,,Mogwase,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Rustenburg Cc,Mogwase,,North West,Rustenburg Cc,Mogwase
,Lulekani,Limpopo,,,Mokopane,,,Mokopane,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Mahwelereng Cc,Mokopane,,Limpopo,Mahwelereng Cc,Mokopane
,Maake,Limpopo,,,Mokopong,,,Mokopong,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Morokweng Cc,Mokopong,,North West,Morokweng Cc,Mokopong
,Magatle,Limpopo,,,Molteno,,,Molteno,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Aliwal North Cc,Molteno,,Eastern Cape,Aliwal North Cc,Molteno
,Mahwelereng,Limpopo,,,Mondeor,,,Mondeor,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Jhb Central Cc,Mondeor,,Gauteng,Jhb Central Cc,Mondeor
,Makhado,Limpopo,,,Mondlo,,,Mondlo,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Vryheid Cc,Mondlo,,Kwazulu/Natal,Vryheid Cc,Mondlo
,Makuya,Limpopo,,,Montagu,,,Montagu,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Worcester Cc,Montagu,,Western Cape,Worcester Cc,Montagu
,Malamulele,Limpopo,,,Montclair,,,Montclair,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Brighton Beach Cc,Montclair,,Kwazulu/Natal,Brighton Beach Cc,Montclair
,Maleboho,Limpopo,,,Mooi River,,,Mooi River,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Estcourt Cc,Mooi River,,Kwazulu/Natal,Estcourt Cc,Mooi River
,Malipsdrift,Limpopo,,,Mooifontein,,,Mooifontein,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Mahikeng Cc,Mooifontein,,North West,Mahikeng Cc,Mooifontein
,Mankweng,Limpopo,,,Mooinooi,,,Mooinooi,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Brits Cc,Mooinooi,,North West,Brits Cc,Mooinooi
,Mara,Limpopo,,,Mooiplaas,,,Mooiplaas,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mdantsane Cc,Mooiplaas,,Eastern Cape,Mdantsane Cc,Mooiplaas
,Marble Hall,Limpopo,,,Moorreesburg,,,Moorreesburg,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Vredenburg Cc,Moorreesburg,,Western Cape,Vredenburg Cc,Moorreesburg
,Masemola,Limpopo,,,Morebeng,,,Morebeng,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Polokwane Cc,Morebeng,,Limpopo,Polokwane Cc,Morebeng
,Mashashane,Limpopo,,,Morgenzon Transvaal,,,Morgenzon Transvaal,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Standerton Cc,Morgenzon Transvaal,,Mpumalanga,Standerton Cc,Morgenzon Transvaal
,Masisi,Limpopo,,,Moroka,,,Moroka,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Moroka Cc,Moroka,,Gauteng,Moroka Cc,Moroka
,Matlala,Limpopo,,,Morokweng,,,Morokweng,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Morokweng Cc,Morokweng,,North West,Morokweng Cc,Morokweng
,Mecklenburg,Limpopo,,,Mossel Bay,,,Mossel Bay,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Da Gamaskop Cc,Mossel Bay,,Western Cape,Da Gamaskop Cc,Mossel Bay
,Modimolle,Limpopo,,,Motetema,,,Motetema,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Groblersdal Cc,Motetema,,Limpopo,Groblersdal Cc,Motetema
,Modjadjiskloof,Limpopo,,,Motherwell,,,Motherwell,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Motherwell Cc,Motherwell,,Eastern Cape,Motherwell Cc,Motherwell
,Mogwadi,Limpopo,,,Mothibistad,,,Mothibistad,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Kuruman Cc,Mothibistad,,Northern Cape,Kuruman Cc,Mothibistad
,Mokopane,Limpopo,,,Mothutlung,,,Mothutlung,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Mmakau Cc,Mothutlung,,North West,Mmakau Cc,Mothutlung
,Morebeng,Limpopo,,,Motswedi,,,Motswedi,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Zeerust Cc,Motswedi,,North West,Zeerust Cc,Motswedi
,Motetema,Limpopo,,,Mount Ayliff,,,Mount Ayliff,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Ayliff Cc,Mount Ayliff,,Eastern Cape,Mount Ayliff Cc,Mount Ayliff
,Mphephu,Limpopo,,,Mount Fletcher,,,Mount Fletcher,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Fletcher Cc,Mount Fletcher,,Eastern Cape,Mount Fletcher Cc,Mount Fletcher
,Musina,Limpopo,,,Mount Frere,,,Mount Frere,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Frere Cc,Mount Frere,,Eastern Cape,Mount Frere Cc,Mount Frere
,Mutale,Limpopo,,,Mount Road,,,Mount Road,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Road Cc,Mount Road,,Eastern Cape,Mount Road Cc,Mount Road
,Naboomspruit,Limpopo,,,Mountain Rise,,,Mountain Rise,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Pietermaritzburg Cc,Mountain Rise,,Kwazulu/Natal,Pietermaritzburg Cc,Mountain Rise
,Namakgale,Limpopo,,,Mowbray,,,Mowbray,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Claremont Cc,Mowbray,,Western Cape,Claremont Cc,Mowbray
,Nebo,Limpopo,,,Moyeni,,,Moyeni,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Peddie Cc,Moyeni,,Eastern Cape,Peddie Cc,Moyeni
,Northam,Limpopo,,,Mphephu,,,Mphephu,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Makhado Cc,Mphephu,,Limpopo,Makhado Cc,Mphephu
,Ohrigstad,Limpopo,,,Mpisi,,,Mpisi,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Ayliff Cc,Mpisi,,Eastern Cape,Mount Ayliff Cc,Mpisi
,Phalaborwa,Limpopo,,,Mpophomeni,,,Mpophomeni,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Howick Cc,Mpophomeni,,Kwazulu/Natal,Howick Cc,Mpophomeni
,Pienaarsrivier,Limpopo,,,Mpumalanga Kzn,,,Mpumalanga Kzn,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Pinetown Cc,Mpumalanga Kzn,,Kwazulu/Natal,Pinetown Cc,Mpumalanga Kzn
,Polokwane,Limpopo,,,Mpungamhlophe,,,Mpungamhlophe,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Ulundi Cc,Mpungamhlophe,,Kwazulu/Natal,Ulundi Cc,Mpungamhlophe
,Rankin'S Pass,Limpopo,,,Mqanduli,,,Mqanduli,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mqanduli Cc,Mqanduli,,Eastern Cape,Mqanduli Cc,Mqanduli
,Ritavi,Limpopo,,,Msinga,,,Msinga,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Greytown Cc,Msinga,,Kwazulu/Natal,Greytown Cc,Msinga
,Roedtan,Limpopo,,,Msinsini,,,Msinsini,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Port Shepstone Cc,Msinsini,,Kwazulu/Natal,Port Shepstone Cc,Msinsini
,Rooiberg,Limpopo,,,Msobomvu,,,Msobomvu,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Butterworth Cc,Msobomvu,,Eastern Cape,Butterworth Cc,Msobomvu
,Roossenekal,Limpopo,,,Mthatha,,,Mthatha,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mthatha Cc,Mthatha,,Eastern Cape,Mthatha Cc,Mthatha
,Rust De Winter,Limpopo,,,Mtontsasa,,,Mtontsasa,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Port St Johns Cc,Mtontsasa,,Eastern Cape,Port St Johns Cc,Mtontsasa
,Saamboubrug,Limpopo,,,Mtubatuba,,,Mtubatuba,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Kwamsane Cc,Mtubatuba,,Kwazulu/Natal,Kwamsane Cc,Mtubatuba
,Saselamani,Limpopo,,,Mtunzini,,,Mtunzini,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Empangeni Cc,Mtunzini,,Kwazulu/Natal,Empangeni Cc,Mtunzini
,Sebayeng,Limpopo,,,Muden,,,Muden,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Greytown Cc,Muden,,Kwazulu/Natal,Greytown Cc,Muden
,Sekgosese,Limpopo,,,Muizenberg,,,Muizenberg,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Muizenberg Cc,Muizenberg,,Western Cape,Muizenberg Cc,Muizenberg
,Sekhukhune,Limpopo,,,Muldersdrift,,,Muldersdrift,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Krugersdorp Cc,Muldersdrift,,Gauteng,Krugersdorp Cc,Muldersdrift
,Senwabarwana,Limpopo,,,Murraysburg,,,Murraysburg,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Beaufort West Cc,Murraysburg,,Western Cape,Beaufort West Cc,Murraysburg
,Seshego,Limpopo,,,Musina,,,Musina,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Musina Cc,Musina,,Limpopo,Musina Cc,Musina
,Siloam,Limpopo,,,Mutale,,,Mutale,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Thohoyandou Cc,Mutale,,Limpopo,Thohoyandou Cc,Mutale
,Thabazimbi,Limpopo,,,Mzamba,,,Mzamba,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Ayliff Cc,Mzamba,,Eastern Cape,Mount Ayliff Cc,Mzamba
,Thohoyandou,Limpopo,,,Nababeep,,,Nababeep,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Springbok Cc,Nababeep,,Northern Cape,Springbok Cc,Nababeep
,Tinmyne,Limpopo,,,Naboomspruit,,,Naboomspruit,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Modimolle Cc,Naboomspruit,,Limpopo,Modimolle Cc,Naboomspruit
,Tolwe,Limpopo,,,Naledi,,,Naledi,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Moroka Cc,Naledi,,Gauteng,Moroka Cc,Naledi
,Tom Burke,Limpopo,,,Namahadi,,,Namahadi,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Phuthaditjhaba Cc,Namahadi,,Free State,Phuthaditjhaba Cc,Namahadi
,Tshamutumbu,Limpopo,,,Namakgale,,,Namakgale,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Phalaborwa Cc,Namakgale,,Limpopo,Phalaborwa Cc,Namakgale
,Tshaulu,Limpopo,,,Napier,,,Napier,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Hermanus Cc,Napier,,Western Cape,Hermanus Cc,Napier
,Tshilwavhusiku,Limpopo,,,Navalsig,,,Navalsig,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Park Road Cc,Navalsig,,Free State,Park Road Cc,Navalsig
,Tshitale,Limpopo,,,Ndevana,,,Ndevana,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,King William'S T Cc,Ndevana,,Eastern Cape,King William'S T Cc,Ndevana
,Tubatse,Limpopo,,,Ndumo,,,Ndumo,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Jozini Cc,Ndumo,,Kwazulu/Natal,Jozini Cc,Ndumo
,Tuinplaas,Limpopo,,,Ndwedwe,,,Ndwedwe,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Kwadukuza Cc,Ndwedwe,,Kwazulu/Natal,Kwadukuza Cc,Ndwedwe
,Tzaneen,Limpopo,,,Nebo,,,Nebo,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Groblersdal Cc,Nebo,,Limpopo,Groblersdal Cc,Nebo
,Vaalwater,Limpopo,,,Nelspruit,,,Nelspruit,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Nelspruit Cc,Nelspruit,,Mpumalanga,Nelspruit Cc,Nelspruit
,Villa Nora,Limpopo,,,Nemato,,,Nemato,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Port Alfred Cc,Nemato,,Eastern Cape,Port Alfred Cc,Nemato
,Vuwani,Limpopo,,,New Brighton,,,New Brighton,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Motherwell Cc,New Brighton,,Eastern Cape,Motherwell Cc,New Brighton
,Waterpoort,Limpopo,,,New Hanover,,,New Hanover,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Pietermaritzburg Cc,New Hanover,,Kwazulu/Natal,Pietermaritzburg Cc,New Hanover
,Waterval,Limpopo,,,Newark,,,Newark,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Kwadukuza Cc,Newark,,Kwazulu/Natal,Kwadukuza Cc,Newark
,Westenburg,Limpopo,,,Newcastle,,,Newcastle,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Newcastle Cc,Newcastle,,Kwazulu/Natal,Newcastle Cc,Newcastle
,Witpoort,Limpopo,,,Newlands East,,,Newlands East,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Inanda Cc,Newlands East,,Kwazulu/Natal,Inanda Cc,Newlands East
,Zaaiplaas,Limpopo,,,Ngangelizwe,,,Ngangelizwe,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mthatha Cc,Ngangelizwe,,Eastern Cape,Mthatha Cc,Ngangelizwe
,Zebediela,Limpopo,,,Ngcobo,,,Ngcobo,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mthatha Cc,Ngcobo,,Eastern Cape,Mthatha Cc,Ngcobo
,Acornhoek,Mpumalanga,,,Ngodwana,,,Ngodwana,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Nelspruit Cc,Ngodwana,,Mpumalanga,Nelspruit Cc,Ngodwana
,Amersfoort,Mpumalanga,,,Ngome,,,Ngome,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Vryheid Cc,Ngome,,Kwazulu/Natal,Vryheid Cc,Ngome
,Amsterdam,Mpumalanga,,,Ngqamakhwe,,,Ngqamakhwe,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Butterworth Cc,Ngqamakhwe,,Eastern Cape,Butterworth Cc,Ngqamakhwe
